 -0.998027E+00  0.627905E-01
 -0.999507E+00  0.314108E-01
 -0.100000E+01  0.122465E-15
 -0.999507E+00 -0.314108E-01
 -0.998027E+00 -0.627905E-01
 -0.995562E+00 -0.941083E-01
 -0.992115E+00 -0.125333E+00
 -0.987688E+00 -0.156434E+00
 -0.982287E+00 -0.187381E+00
 -0.975917E+00 -0.218143E+00
 -0.968583E+00 -0.248690E+00
 -0.960294E+00 -0.278991E+00
 -0.951057E+00 -0.309017E+00
 -0.940881E+00 -0.338738E+00
 -0.929776E+00 -0.368125E+00
 -0.917755E+00 -0.397148E+00
 -0.904827E+00 -0.425779E+00
 -0.891007E+00 -0.453990E+00
 -0.876307E+00 -0.481754E+00
 -0.860742E+00 -0.509041E+00
 -0.844328E+00 -0.535827E+00
 -0.827081E+00 -0.562083E+00
 -0.809017E+00 -0.587785E+00
 -0.790155E+00 -0.612907E+00
 -0.770513E+00 -0.637424E+00
 -0.750111E+00 -0.661312E+00
 -0.728969E+00 -0.684547E+00
 -0.707107E+00 -0.707107E+00
 -0.684547E+00 -0.728969E+00
 -0.661312E+00 -0.750111E+00
 -0.637424E+00 -0.770513E+00
 -0.612907E+00 -0.790155E+00
 -0.587785E+00 -0.809017E+00
 -0.562083E+00 -0.827081E+00
 -0.535827E+00 -0.844328E+00
 -0.509041E+00 -0.860742E+00
 -0.481754E+00 -0.876307E+00
 -0.453990E+00 -0.891007E+00
 -0.425779E+00 -0.904827E+00
 -0.397148E+00 -0.917755E+00
 -0.368125E+00 -0.929776E+00
 -0.338738E+00 -0.940881E+00
 -0.309017E+00 -0.951057E+00
 -0.278991E+00 -0.960294E+00
 -0.248690E+00 -0.968583E+00
 -0.218143E+00 -0.975917E+00
 -0.187381E+00 -0.982287E+00
 -0.156434E+00 -0.987688E+00
 -0.125333E+00 -0.992115E+00
 -0.941083E-01 -0.995562E+00
 -0.627905E-01 -0.998027E+00
 -0.314108E-01 -0.999507E+00
 -0.183697E-15 -0.100000E+01
  0.314108E-01 -0.999507E+00
  0.627905E-01 -0.998027E+00
  0.941083E-01 -0.995562E+00
  0.125333E+00 -0.992115E+00
  0.156434E+00 -0.987688E+00
  0.187381E+00 -0.982287E+00
  0.218143E+00 -0.975917E+00
  0.248690E+00 -0.968583E+00
  0.278991E+00 -0.960294E+00
  0.309017E+00 -0.951057E+00
  0.338738E+00 -0.940881E+00
  0.368125E+00 -0.929776E+00
  0.397148E+00 -0.917755E+00
  0.425779E+00 -0.904827E+00
  0.453990E+00 -0.891007E+00
  0.481754E+00 -0.876307E+00
  0.509041E+00 -0.860742E+00
  0.535827E+00 -0.844328E+00
  0.562083E+00 -0.827081E+00
  0.587785E+00 -0.809017E+00
  0.612907E+00 -0.790155E+00
  0.637424E+00 -0.770513E+00
  0.661312E+00 -0.750111E+00
  0.684547E+00 -0.728969E+00
  0.707107E+00 -0.707107E+00
  0.728969E+00 -0.684547E+00
  0.750111E+00 -0.661312E+00
  0.770513E+00 -0.637424E+00
  0.790155E+00 -0.612907E+00
  0.809017E+00 -0.587785E+00
  0.827081E+00 -0.562083E+00
  0.844328E+00 -0.535827E+00
  0.860742E+00 -0.509041E+00
  0.876307E+00 -0.481754E+00
  0.891007E+00 -0.453990E+00
  0.904827E+00 -0.425779E+00
  0.917755E+00 -0.397148E+00
  0.929776E+00 -0.368125E+00
  0.940881E+00 -0.338738E+00
  0.951057E+00 -0.309017E+00
  0.960294E+00 -0.278991E+00
  0.968583E+00 -0.248690E+00
  0.975917E+00 -0.218143E+00
  0.982287E+00 -0.187381E+00
  0.987688E+00 -0.156434E+00
  0.992115E+00 -0.125333E+00
  0.995562E+00 -0.941083E-01
  0.998027E+00 -0.627905E-01
  0.999507E+00 -0.314108E-01
  0.100000E+01 -0.244929E-15
